"Prevalence","Temperature","Our Prediction","Nguyen's Prediction"
0.42099998,25.5055276592772,0.999969083839199,0.540483649334428
0,25.5055276592772,0.999969083839199,0.540483649334428
0,25.5,0.999975629310931,0.541454255446147
0,25.6000003814697,0.99973715704005,0.523949277823844
0,25.6000003814697,0.99973715704005,0.523949277823844
0.35299999,21.7000007629395,0.839283750017464,0.999997279068054
0.008,20.8163872594419,0.766017637752891,0.965835775194005
0,20.3999996185303,0.728904764375077,0.92835022025916
0,20.8999996185303,0.773298342819815,0.971800367085645
0,20.7000007629395,0.755781594215645,0.956639014429361
0,20.7999992370605,0.764583337936008,0.964603243040123
0,20.9509210858113,0.777701116766517,0.975164515757001
0.098,21.2999992370605,0.807188090163733,0.992582905196987
0,20.8999996185303,0.773298342819815,0.971800367085645
0.29799999,25.255033544246,0.999487812194043,0.584724415536134
0.46400002,25.255033544246,0.999487812194043,0.584724415536134
0.7,21.2000007629395,0.798871394815349,0.988616650532033
0,20.8999996185303,0.773298342819815,0.971800367085645
0.059,20.6000003814697,0.746897817340504,0.947927307108327
0,24,0.973711336219719,0.799771524263126
0,20.7999992370605,0.764583337936008,0.964603243040123
0,20.7000007629395,0.755781594215645,0.956639014429361
0,20.8999996185303,0.773298342819815,0.971800367085645
0.22200001,21.2000007629395,0.798871394815349,0.988616650532033
0.022,20.6000003814697,0.746897817340504,0.947927307108327
0,23.7000007629395,0.962060210477239,0.844876177542544
0.1,22.8999996185303,0.92165679711198,0.94177806412894
0.15,19.8999996185303,0.682839155717082,0.868035918804617
0.24,23.1000003814697,0.932964537687113,0.921284618284522
0.032,23.1000003814697,0.932964537687113,0.921284618284522
0.08,23.2999992370605,0.943488195852116,0.898151793458367
0,20.5,0.737937203296701,0.938489935670927
0.72,22.7462712433379,0.912452936620076,0.955609189834713
0.58,22.6672856297099,0.907556465062732,0.962036062217628
0.009,19.8999996185303,0.682839155717082,0.868035918804617
0.06,19.7809842470749,0.671695513926618,0.851572699805411
0,19.1065882444382,0.607802553785528,0.746685471586024
0.052,18.7999992370605,0.578586951587248,0.694363813024215
0,18.8999996185303,0.588114459765526,0.711643679300378
0.1,20.2000007629395,0.710644529810996,0.906064932510926
0.084,20.2999992370605,0.719805492321835,0.917533035261917
0,20.2999992370605,0.719805492321835,0.917533035261917
0.088,20.5,0.737937203296701,0.938489935670927
0.02,19.3999996185303,0.635713645487749,0.794428129716227
0,19.5,0.64519498448556,0.810020437052398
0,19.5,0.64519498448556,0.810020437052398
0.02,19.4882652613581,0.644083502558814,0.808210879390912
0,19.5,0.64519498448556,0.810020437052398
0,19.5,0.64519498448556,0.810020437052398
0,19.2000007629395,0.616699183921905,0.762175503072895
0.007,19.2999992370605,0.62621347240929,0.77846822508295
0.19200001,23.1154503555168,0.933805846501466,0.919588954994939
0.005,20.8999996185303,0.773298342819815,0.971800367085645
0,20.8999996185303,0.773298342819815,0.971800367085645
0,20.8999996185303,0.773298342819815,0.971800367085645
0.018,20.9868824031122,0.780795677412695,0.977416404309592
0.02,21.1037675191278,0.790766648655666,0.984017775008185
0.006,20.8754261459507,0.771165099316647,0.970103908935931
0.016,20.9715752340343,0.779479966901522,0.976470472711395
0.02,20.1000003814697,0.701426466593773,0.893973147169368
0,20.2032653179365,0.710944524641527,0.906449318873311
0.01,21,0.781921390157428,0.978212120503699
0.12,20.1453772668969,0.705616061347354,0.899535450051159
0.007,19.3411256738083,0.630122528089256,0.785074237309765
0.04,20.3999996185303,0.728904764375077,0.92835022025916
0,20.2046160771297,0.711068634273375,0.906608169963131
0,20.267461403062,0.716831217757203,0.913871653717831
0.036,20.2999992370605,0.719805492321835,0.917533035261917
0,20.2000007629395,0.710644529810996,0.906064932510926
0,21.1000003814697,0.790447425610856,0.983822295265221
0,21,0.781921390157428,0.978212120503699
0,21.1000003814697,0.790447425610856,0.983822295265221
0,21,0.781921390157428,0.978212120503699
0,21.1000003814697,0.790447425610856,0.983822295265221
0.017,23.6000003814697,0.957735815154813,0.858995273607191
0.02,21.1000003814697,0.790447425610856,0.983822295265221
0,21.2000007629395,0.798871394815349,0.988616650532033
0,21,0.781921390157428,0.978212120503699
0,21,0.781921390157428,0.978212120503699
0,21,0.781921390157428,0.978212120503699
0.048,22.2999992370605,0.88336616323831,0.985544265228285
0.375,21.2000007629395,0.798871394815349,0.988616650532033
0,22.3999996185303,0.89017725505922,0.98020992205638
0.05,22.2000007629395,0.876394139633801,0.990058328654292
0.027,20.9636362249201,0.778796695233228,0.975972507695716
0,19.5,0.64519498448556,0.810020437052398
0.66099998,23.7000007629395,0.962060210477239,0.844876177542544
0.79900002,23.7000007629395,0.962060210477239,0.844876177542544
0.75,23.7000007629395,0.962060210477239,0.844876177542544
0.75,23.7000007629395,0.962060210477239,0.844876177542544
0.68699997,23.7000007629395,0.962060210477239,0.844876177542544
0.62,23.7000007629395,0.962060210477239,0.844876177542544
0,20.2999992370605,0.719805492321835,0.917533035261917
0,20.1196217988321,0.7032394302344,0.896393528642528
0,20.1196217988321,0.7032394302344,0.896393528642528
0,20.8999996185303,0.773298342819815,0.971800367085645
0.148,22.5161235606486,0.897878293609719,0.973004299685124
0,21.2999992370605,0.807188090163733,0.992582905196987
0,20.2999992370605,0.719805492321835,0.917533035261917
0.44200001,22.6000003814697,0.903297765649479,0.96713685159756
0,20.0996561460774,0.701394642231213,0.89393047933809
0.089,22.7000007629395,0.909598117431544,0.959431140458774
0.338,21.5,0.823480299902405,0.997993069174642
0,21.3,0.807188153194619,0.992582932271814
0.236,20.9,0.773298375892611,0.97180039305333
0,20.1,0.701426431327461,0.89397309989026
0.028,21,0.781921390157428,0.978212120503699
0,19.6,0.654652859659794,0.82521088686321
0.1,23,0.927406643383529,0.931874387974679
0,20.4,0.728904798961604,0.928350260247405
0,20.9,0.773298375892611,0.97180039305333
0.1,22.99121,0.926908868641279,0.932772785693791
0,20.94475,0.777168844079889,0.974767740874697
0.02,23,0.927406643383529,0.931874387974679
0,23.08103,0.931925131078324,0.923345083117408
0.013,20.88451,0.771954318400358,0.970736533419396
0,20.7,0.755781526743949,0.956638950788909
0,23.1,0.932964516856832,0.92128465995733
0.04,23.1,0.932964516856832,0.92128465995733
0.04,23.2,0.9383263703302,0.910034688298847
0,19.72716,0.666638332003902,0.843893544767693
0.014,18.6,0.559558583672115,0.659354753964844
0.051,23.6,0.957735798246768,0.85899532650986
0.42,23.22543,0.939658149567343,0.907071755716508
0.029,19,0.59764520279099,0.728728497302449
0.613,23.70587,0.96230727273714,0.84403226161544
0.067,24.3,0.98331504195585,0.751255278892081
0.188,24.7,0.992809978610113,0.68286785002454
0.226,23.6,0.957735798246768,0.85899532650986
0.635,24.3,0.98331504195585,0.751255278892081
0,21.25509,0.80346664164044,0.990904787621156
0,21.25509,0.80346664164044,0.990904787621156
0.08,22,0.861985471550514,0.996582086326622
0.456,21.83151,0.84938963296409,0.999447659477491
0.456,22.6,0.903297741279457,0.967136879528529
0.074,22.6,0.903297741279457,0.967136879528529
0.021,23.2,0.9383263703302,0.910034688298847
0.13,22.9,0.921656819406668,0.941778027689634
0.13,22.9,0.921656819406668,0.941778027689634
0.166,24.6,0.990797920486288,0.700257743427911
0.219,25.3,0.999691154535112,0.576752703995759
0.186,22.6,0.903297741279457,0.967136879528529
0.211,22.6,0.903297741279457,0.967136879528529
0.203,22.6,0.903297741279457,0.967136879528529
0.073,21.7,0.839283690715269,0.999997277956265
0.073,21.7,0.839283690715269,0.999997277956265
0.217,21.7,0.839283690715269,0.999997277956265
0.25,21.7,0.839283690715269,0.999997277956265
0.571,21.7,0.839283690715269,0.999997277956265
0.118,21.7,0.839283690715269,0.999997277956265
0.133,21.7,0.839283690715269,0.999997277956265
0.133,21.7,0.839283690715269,0.999997277956265
0.051,21.7,0.839283690715269,0.999997277956265
0.108,21.7,0.839283690715269,0.999997277956265
0.164,21.7,0.839283690715269,0.999997277956265
0.278,22.07838,0.867704308030212,0.994426624961369
0.278,22.07838,0.867704308030212,0.994426624961369
0.815,24.6,0.990797920486288,0.700257743427911
0.125,25,0.997372165432953,0.629997405589576
0.125,25,0.997372165432953,0.629997405589576
0.12,22.1,0.869265586947671,0.993740785160702
0.22,22.1,0.869265586947671,0.993740785160702
0.12,22.1,0.869265586947671,0.993740785160702
0,16.2283,0.346546116487878,0.274869237502366
0,16.2283,0.346546116487878,0.274869237502366
0,16.2283,0.346546116487878,0.274869237502366
0,19,0.59764520279099,0.728728497302449
0,19.65863,0.660185256428666,0.833916625768448
0.056,21.1,0.7904473932782,0.983822275411809
0,20.1,0.701426431327461,0.89397309989026
0,20.1,0.701426431327461,0.89397309989026
0,18.10527,0.512824498529982,0.571665642126322
0,18.10527,0.512824498529982,0.571665642126322
0.125,21.6,0.831445586388192,0.999423024058151
0.125,21.6,0.831445586388192,0.999423024058151
0,21.6,0.831445586388192,0.999423024058151
0,19.93351,0.685966335339368,0.872537315128381
0,19.93351,0.685966335339368,0.872537315128381
0,21.6,0.831445586388192,0.999423024058151
0.1,21.6,0.831445586388192,0.999423024058151
0,20.3,0.719805561985809,0.917533120308423
0,20.3,0.719805561985809,0.917533120308423
0.2,21.6,0.831445586388192,0.999423024058151
0.2,21.6,0.831445586388192,0.999423024058151
0.143,21.7,0.839283690715269,0.999997277956265
0.143,21.7,0.839283690715269,0.999997277956265
0,20.6,0.74689778330197,0.947927272477521
0,20.6,0.74689778330197,0.947927272477521
0,19.6,0.654652859659794,0.82521088686321
0,19.6,0.654652859659794,0.82521088686321
0,19.6,0.654652859659794,0.82521088686321
0,20.3,0.719805561985809,0.917533120308423
0,20.3,0.719805561985809,0.917533120308423
0.133,21.6,0.831445586388192,0.999423024058151
0.133,21.6,0.831445586388192,0.999423024058151
0,19.87852,0.680832173489011,0.865119009658837
0,19.87852,0.680832173489011,0.865119009658837
0,19.87852,0.680832173489011,0.865119009658837
0.077,21.7,0.839283690715269,0.999997277956265
0.267,21.7,0.839283690715269,0.999997277956265
0.267,21.7,0.839283690715269,0.999997277956265
0.25,21.4,0.815392818818488,0.99571108686409
0.529,21.3,0.807188153194619,0.992582932271814
0.182,21.6,0.831445586388192,0.999423024058151
0.182,21.6,0.831445586388192,0.999423024058151
0.2,21.55246,0.827674443192838,0.998849753151008
0.278,21.58504,0.83026194828721,0.999263469056926
0.278,21.58504,0.83026194828721,0.999263469056926
0.42,23.24877,0.94086903692136,0.904316697166341
0.778,21.4,0.815392818818488,0.99571108686409
0.867,21.5,0.823480299902405,0.997993069174642
0.867,21.5,0.823480299902405,0.997993069174642
0.286,21.6,0.831445586388192,0.999423024058151
0.286,21.6,0.831445586388192,0.999423024058151
0,20.4,0.728904798961604,0.928350260247405
0,20.4,0.728904798961604,0.928350260247405
0,21.2,0.798871330947999,0.988616617098581
0,21.2,0.798871330947999,0.988616617098581
0.1,21.54842,0.827352659403377,0.998792128662478
0.467,21.6,0.831445586388192,0.999423024058151
0.556,21.5,0.823480299902405,0.997993069174642
0.556,21.5,0.823480299902405,0.997993069174642
0,21.7,0.839283690715269,0.999997277956265
0,21.7,0.839283690715269,0.999997277956265
0.25,21.7,0.839283690715269,0.999997277956265
0.308,21.7,0.839283690715269,0.999997277956265
0,21.6,0.831445586388192,0.999423024058151
0,21.6,0.831445586388192,0.999423024058151
0,21.6,0.831445586388192,0.999423024058151
0.375,21.6,0.831445586388192,0.999423024058151
0.375,21.6,0.831445586388192,0.999423024058151
0.594,21.50194,0.82363600491265,0.998028930008814
0.231,21.55483,0.827863117608597,0.998882908633887
0.067,21.50158,0.823607114676345,0.99802229965945
0.214,21.6,0.831445586388192,0.999423024058151
0.214,21.6,0.831445586388192,0.999423024058151
0.313,20.94648,0.777318097460838,0.974879277409608
0.313,20.94648,0.777318097460838,0.974879277409608
0.1,21.57535,0.829493762502468,0.999149903497533
0.1,21.57535,0.829493762502468,0.999149903497533
0.105,21.5,0.823480299902405,0.997993069174642
0.167,21.30159,0.807319498186506,0.992639251393975
0.143,21.41905,0.816942673036118,0.996211257685092
0.143,21.41905,0.816942673036118,0.996211257685092
0.167,21.6,0.831445586388192,0.999423024058151
0.222,21.06807,0.78773589081278,0.982118970042603
0.286,21.6,0.831445586388192,0.999423024058151
0.692,21.6,0.831445586388192,0.999423024058151
0.733,21.6,0.831445586388192,0.999423024058151
0.733,21.6,0.831445586388192,0.999423024058151
0.563,21.6,0.831445586388192,0.999423024058151
0.471,21.60158,0.831570430397778,0.999438757260762
0.471,21.60158,0.831570430397778,0.999438757260762
0.529,21.5,0.823480299902405,0.997993069174642
0.5,21.6,0.831445586388192,0.999423024058151
0.375,21.5239,0.825395303417608,0.998412485532243
0,21.6,0.831445586388192,0.999423024058151
0,21.6,0.831445586388192,0.999423024058151
0.462,21.6,0.831445586388192,0.999423024058151
0.05,21.6,0.831445586388192,0.999423024058151
0.05,21.6,0.831445586388192,0.999423024058151
0.571,21.6,0.831445586388192,0.999423024058151
0.688,21.6,0.831445586388192,0.999423024058151
0.688,21.6,0.831445586388192,0.999423024058151
0.469,21.5,0.823480299902405,0.997993069174642
0.469,21.5,0.823480299902405,0.997993069174642
0.308,21.6,0.831445586388192,0.999423024058151
0.667,21.6,0.831445586388192,0.999423024058151
0.667,21.6,0.831445586388192,0.999423024058151
0.75,21.6,0.831445586388192,0.999423024058151
0.733,21.6,0.831445586388192,0.999423024058151
0.733,21.6,0.831445586388192,0.999423024058151
0.6,22.3,0.883366215822972,0.985544227643461
0.444,21.5,0.823480299902405,0.997993069174642
0.444,21.5,0.823480299902405,0.997993069174642
0.632,21.5,0.823480299902405,0.997993069174642
0.4,22.3,0.883366215822972,0.985544227643461
1,22.2,0.876394085838162,0.990058359935021
0.824,22.3,0.883366215822972,0.985544227643461
0.875,21.5,0.823480299902405,0.997993069174642
0.65,22.2,0.876394085838162,0.990058359935021
